repo_url,commit_hash,model_file_path,serialization_format
sentence-transformers/paraphrase-MiniLM-L3-v2,6db61ba72af7803dd83b3637b8a20d1bddba7ad8,sentence-transformers/paraphrase-MiniLM-L3-v2/pytorch_model.bin,torch.save
sentence-transformers/paraphrase-MiniLM-L3-v2,0bdc455edd990b88d758b272bbdfe1cfc4b917f0,sentence-transformers/paraphrase-MiniLM-L3-v2/pytorch_model.bin,torch.save
sentence-transformers/paraphrase-MiniLM-L12-v2,3ab2765205fa23269bcc8c8e08ae5b1c35203ab4,sentence-transformers/paraphrase-MiniLM-L12-v2/model.safetensors,safetensors
sentence-transformers/paraphrase-MiniLM-L12-v2,8f010f24d5c0e1ee9735f056d024fcda6557f70f,sentence-transformers/paraphrase-MiniLM-L12-v2/tf_model.h5,h5/hdf5
sentence-transformers/paraphrase-MiniLM-L12-v2,9bb9c7616b154ca0840778f18ba555e81173e6a8,sentence-transformers/paraphrase-MiniLM-L12-v2/pytorch_model.bin,torch.save
sentence-transformers/paraphrase-MiniLM-L12-v2,b7c0ccfc805199dd4754cefb308b24c80bda6134,sentence-transformers/paraphrase-MiniLM-L12-v2/pytorch_model.bin,torch.save
sentence-transformers/paraphrase-MiniLM-L12-v2,95861c05f6a8b7d5be0d66a74cd690c895df65a0,sentence-transformers/paraphrase-MiniLM-L12-v2/pytorch_model.bin,torch.save
sentence-transformers/nq-distilbert-base-v1,5466205c3ef9d82aac950f2e73ed1b314a9ad6ec,sentence-transformers/nq-distilbert-base-v1/model.safetensors,safetensors
sentence-transformers/nq-distilbert-base-v1,a3dd10344d84c37c1d4a8be5d5021317900a2d19,sentence-transformers/nq-distilbert-base-v1/tf_model.h5,h5/hdf5
sentence-transformers/nq-distilbert-base-v1,77001b161cf5b2c1a6dcceaf9ad0eec3d849cdc3,sentence-transformers/nq-distilbert-base-v1/pytorch_model.bin,torch.save
sentence-transformers/nq-distilbert-base-v1,a71956fbbd337a193a0c938ea97756fc2e398709,sentence-transformers/nq-distilbert-base-v1/pytorch_model.bin,torch.save
sentence-transformers/nli-roberta-large,4f7f128271364e40a8911535d71b7bbb13f58b61,sentence-transformers/nli-roberta-large/model.safetensors,safetensors
sentence-transformers/nli-roberta-large,1cfbfe802b95d51dad6864f305b829ea31c15bc6,sentence-transformers/nli-roberta-large/pytorch_model.bin,torch.save
sentence-transformers/nli-roberta-large,cb07595cac9f466c86d872084fceb767b0a2f3ab,sentence-transformers/nli-roberta-large/pytorch_model.bin,pickle
sentence-transformers/nli-roberta-base,8ba7fbc3a03b6825774f3bedad61f3a991c5638f,sentence-transformers/nli-roberta-base/model.safetensors,safetensors
sentence-transformers/nli-roberta-base,ba3a8b8db1132e2e02a6ae688552009b5b59825a,sentence-transformers/nli-roberta-base/tf_model.h5,h5/hdf5
sentence-transformers/nli-roberta-base,550088cdd2e62c27a368e19ba4c652b2f8b3ed8b,sentence-transformers/nli-roberta-base/pytorch_model.bin,torch.save
sentence-transformers/nli-roberta-base-v2,498b41c9bf82da52f1540f1f564eff73660c404d,sentence-transformers/nli-roberta-base-v2/model.safetensors,safetensors
sentence-transformers/nli-roberta-base-v2,64c0737f24398dce1ec9ae04f363dc6b220dceaf,sentence-transformers/nli-roberta-base-v2/tf_model.h5,h5/hdf5
sentence-transformers/nli-roberta-base-v2,3292e6b691057c3cf44a35c2a7dfd063bcd4b5fd,sentence-transformers/nli-roberta-base-v2/pytorch_model.bin,torch.save
sentence-transformers/nli-roberta-base-v2,6d7b3a20630a7b944e3fa1ca0ce4ed80610c54e6,sentence-transformers/nli-roberta-base-v2/pytorch_model.bin,torch.save
sentence-transformers/nli-mpnet-base-v2,8cec56752e45f390aded34896350e67fcc8fefda,sentence-transformers/nli-mpnet-base-v2/model.safetensors,safetensors
sentence-transformers/nli-mpnet-base-v2,c388b46d029476cd6611aa9ed44d05272bbbacfb,sentence-transformers/nli-mpnet-base-v2/tf_model.h5,h5/hdf5
sentence-transformers/nli-mpnet-base-v2,7a0b4491a56f8d846eac2ae3da8492eee333144d,sentence-transformers/nli-mpnet-base-v2/pytorch_model.bin,torch.save
sentence-transformers/nli-mpnet-base-v2,b71137a8441a514a983f2b51294d192b78a8b2ba,sentence-transformers/nli-mpnet-base-v2/pytorch_model.bin,torch.save
sentence-transformers/nli-distilroberta-base-v2,8a14c8117e7202379746cda98c0e4d8b32a3e923,sentence-transformers/nli-distilroberta-base-v2/model.safetensors,safetensors
sentence-transformers/nli-distilroberta-base-v2,ee9754ad61d9164d693c8e4c458238433037023f,sentence-transformers/nli-distilroberta-base-v2/tf_model.h5,h5/hdf5
sentence-transformers/nli-distilroberta-base-v2,f5bb7caf22bf2ea6b0214231ef688f617eddf94e,sentence-transformers/nli-distilroberta-base-v2/pytorch_model.bin,torch.save
sentence-transformers/nli-distilroberta-base-v2,42392447b1fda90965aa2907d13a8b5b460f5f26,sentence-transformers/nli-distilroberta-base-v2/pytorch_model.bin,torch.save
sentence-transformers/nli-distilbert-base,e09576028acf1773fdccd3422a07370be28d7978,sentence-transformers/nli-distilbert-base/model.safetensors,safetensors
sentence-transformers/nli-distilbert-base,e6725b7fc96c36e01905f517049ce2f6c0473de9,sentence-transformers/nli-distilbert-base/tf_model.h5,h5/hdf5
sentence-transformers/nli-distilbert-base,6cd4e98e82616fc428207d4d512d866b3242a5d7,sentence-transformers/nli-distilbert-base/pytorch_model.bin,torch.save
sentence-transformers/nli-distilbert-base-max-pooling,713fcb525978ae4369f614806f00983111abfd60,sentence-transformers/nli-distilbert-base-max-pooling/model.safetensors,safetensors
sentence-transformers/nli-distilbert-base-max-pooling,9ce8088f2aa3325e07ef0f13ac79e2887213857a,sentence-transformers/nli-distilbert-base-max-pooling/tf_model.h5,h5/hdf5
sentence-transformers/nli-distilbert-base-max-pooling,23c630a3aef223abc4eb003a07df414e687da597,sentence-transformers/nli-distilbert-base-max-pooling/pytorch_model.bin,torch.save
sentence-transformers/nli-bert-large,39541f56c5bcdb8cb0e1763eaf1f6c576862162d,sentence-transformers/nli-bert-large/model.safetensors,safetensors
sentence-transformers/nli-bert-large,4ef143fa0aaa2f7b987e03534a2857a2806ca778,sentence-transformers/nli-bert-large/pytorch_model.bin,torch.save
