repo_url,commit_hash,model_file_path,serialization_format
deepparag/Aeona,75cd30e449bc19a0f26a0136af837c1e995621c5,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,af1107a91d62a347500d19cd8aa063967c8ce4ec,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,f2a21709e26b91eebceb11ba2d3453f641a61cce,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,e597409f25af5b0b6e78143e7ed47a7591194038,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,cc31074f776620e76c1e7c22e0840eabaabe7c5e,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,f8da5d2b7475e1f31b0df3dd933465700a010ac0,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,67e14979c94777279de77eda69efb7b5493a76fe,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,cb988df892408ff65634c8b051f7830a65fab816,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,528a35a061a3b3edf55ff8723c3977dc907e7b73,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,336f93d7f2919a44a75754433e4571b6b978fc68,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,f5d46abaeb5002db30ae70b941f0d268e0c5fcfe,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,7ce9e8108ecc4b11bd5789696b97a83c71f561b2,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,419a177a38daa8c89fa83daaec3a6c360a8773f5,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,8f4e65903da30312a0863beac442fc50b9775711,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,9f40232c64eb3b568e61c95c41408159fdfc4aca,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,452981c94cdf7ef93c0b4935500fdf00acdb50e9,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,9c7fcc245d0dd32914f0c782e3a3d0bc4e2fa735,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,94bfd2ca2dbf5364f82c89287434c168e9544e5f,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,390b192e65949d97553195e21c9d2d45a5957dc7,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,f4c8fd25379925816005bbc848551751148467b1,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,2506d16caf1572211b50625e5c44d491a2a83a73,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,a78a735da4c93073d96c2a49c8c5faca05638c27,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,27bc43f54676fe4284a61d518fcf5d5eecb33e16,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,d366f9cb7a8b5ea11fa8a7e2c6bb708680b8229e,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,1c65056dcf6a30e2c8cf3f2c3068c2a7625f054a,deepparag/Aeona/pytorch_model.bin,torch.save
deepparag/Aeona,1fb1c46a3008d7ce4790da1d9041fc27e740d521,deepparag/Aeona/pytorch_model.bin,torch.save
