repo_url,commit_hash,model_file_path,serialization_format
julien-c/reactiongif-roberta,f033c13ea9917f4d19df8c9ce38237aa26d50d80,julien-c/reactiongif-roberta/model.safetensors,safetensors
julien-c/reactiongif-roberta,cb8ef6d03d7771c60b33f4b901c969acf2c223df,julien-c/reactiongif-roberta/pytorch_model.bin,torch.save
julien-c/reactiongif-roberta,cb8ef6d03d7771c60b33f4b901c969acf2c223df,julien-c/reactiongif-roberta/training_args.bin,torch.save
jean-paul/KinyaBERT-large,8ae7d36f3715b893e8ee0dc2183dee942e9c85c2,jean-paul/KinyaBERT-large/model.safetensors,safetensors
jean-paul/KinyaBERT-large,92e13cf2ad7d3e832194bba3c343b1010a357103,jean-paul/KinyaBERT-large/pytorch_model.bin,torch.save
Copycats/koelectra-base-v3-generalized-sentiment-analysis,902d99d75b0469741d92ba73a368b17a41212751,Copycats/koelectra-base-v3-generalized-sentiment-analysis/model.safetensors,safetensors
Copycats/koelectra-base-v3-generalized-sentiment-analysis,ff9b323f3f0ccab18f1c911c694acc6af555acc8,Copycats/koelectra-base-v3-generalized-sentiment-analysis/pytorch_model.bin,torch.save
human-centered-summarization/financial-summarization-pegasus,4419181aac9e5d1286d0a684a6249f78ece9a300,human-centered-summarization/financial-summarization-pegasus/model.safetensors,safetensors
human-centered-summarization/financial-summarization-pegasus,8318f974dcfbd8b43e6b1cd99fadbd9dcb6b286a,human-centered-summarization/financial-summarization-pegasus/pytorch_model.bin,torch.save
human-centered-summarization/financial-summarization-pegasus,8318f974dcfbd8b43e6b1cd99fadbd9dcb6b286a,human-centered-summarization/financial-summarization-pegasus/spiece.model,ONNX
human-centered-summarization/financial-summarization-pegasus,8318f974dcfbd8b43e6b1cd99fadbd9dcb6b286a,human-centered-summarization/financial-summarization-pegasus/tf_model.h5,h5/hdf5
huggingface/CodeBERTa-language-id,386451c69a3cb8722b742e66987d888db858b33c,huggingface/CodeBERTa-language-id/tf_model.h5,h5/hdf5
huggingface/CodeBERTa-language-id,60a3ccef9f2125770f269f6065241d8538978e2f,huggingface/CodeBERTa-language-id/pytorch_model.bin,pickle
hiiamsid/sentence_similarity_spanish_es,66ab46adac3910bb6ea6085b962a25e49513b981,hiiamsid/sentence_similarity_spanish_es/model.safetensors,safetensors
hiiamsid/sentence_similarity_spanish_es,d98bdceb485535facc83c0dae06f582b34915837,hiiamsid/sentence_similarity_spanish_es/pytorch_model.bin,torch.save
gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner,8f22608f51d3a1474cb543ac8f9f000759c3043f,gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner/model.safetensors,safetensors
gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner,77213bb2e33f603485e5384cbd8934baef79cf5b,gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner/pytorch_model.bin,torch.save
gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner,eb28cbeb707d5338e2564e86bbc617e67df6a2b1,gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner/pytorch_model.bin,torch.save
gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner,2d7fb586b0215b59700640ebf0df26aae231c098,gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner/pytorch_model.bin,torch.save
gsarti/it5-small,ec54656f154695f242066fa12fec9b6251c95a7f,gsarti/it5-small/pytorch_model.bin,torch.save
gsarti/it5-small,ec54656f154695f242066fa12fec9b6251c95a7f,gsarti/it5-small/tf_model.h5,h5/hdf5
gsarti/it5-large,5d124251dfff48198ff37427020f4ea93169eec4,gsarti/it5-large/pytorch_model.bin,torch.save
gsarti/it5-large,5d124251dfff48198ff37427020f4ea93169eec4,gsarti/it5-large/tf_model.h5,h5/hdf5
gsarti/it5-base,12cd494122f58524d59481090093fe857f29ad2b,gsarti/it5-base/pytorch_model.bin,torch.save
gsarti/it5-base,12cd494122f58524d59481090093fe857f29ad2b,gsarti/it5-base/tf_model.h5,h5/hdf5
google/vit-large-patch16-224-in21k,6074eaf2211423e928c93b93ef773d5da618aa7e,google/vit-large-patch16-224-in21k/model.safetensors,safetensors
google/vit-large-patch16-224-in21k,fbc0ed397f794445d6d82b647f2a991f7060b207,google/vit-large-patch16-224-in21k/tf_model.h5,h5/hdf5
google/vit-large-patch16-224-in21k,f040ef893af5c8b7cf2f7f74af405df2cb67ab70,google/vit-large-patch16-224-in21k/pytorch_model.bin,torch.save
google/vit-large-patch16-224-in21k,bb2fcf3bec593e622e6d51d8f7a38656b65b0b5b,google/vit-large-patch16-224-in21k/pytorch_model.bin,torch.save
google/vit-huge-patch14-224-in21k,bbff058c978d2e65b36eecaa5ed6e30977602c9d,google/vit-huge-patch14-224-in21k/model.safetensors,safetensors
google/reformer-crime-and-punishment,e1930551475cf4a34ed579184bf5cfe1849b610a,google/reformer-crime-and-punishment/pytorch_model.bin,pickle
google/reformer-crime-and-punishment,fbb57e34ce2a928c247a2ddeeda312051f781eab,google/reformer-crime-and-punishment/spiece.model,ONNX
