created_at_month_year,ONNX,h5/hdf5,joblib,numpy,pickle,safetensors,torch.save
2023-10,18.11023622047244,1.574803149606299,0.0,0.0,0.0,25.196850393700785,55.118110236220474
2023-11,10.36036036036036,0.45045045045045046,0.0,0.0,0.45045045045045046,45.94594594594595,42.792792792792795
2023-12,18.65284974093264,0.5181347150259068,0.5181347150259068,0.0,0.0,47.66839378238342,32.64248704663213
2024-01,13.513513513513514,4.72972972972973,0.6756756756756757,0.0,0.6756756756756757,44.5945945945946,35.810810810810814
2024-02,18.055555555555554,0.6944444444444444,0.6944444444444444,0.6944444444444444,0.6944444444444444,53.47222222222222,25.694444444444443
2024-03,24.324324324324326,0.5405405405405406,0.0,0.0,1.0810810810810811,51.891891891891895,22.162162162162165
2024-04,18.79194630872483,1.342281879194631,0.0,0.0,2.684563758389262,54.36241610738255,22.818791946308725
2024-05,9.868421052631579,0.0,0.0,0.0,1.9736842105263157,65.13157894736842,23.026315789473685
2024-06,11.464968152866243,0.6369426751592357,0.0,0.0,1.910828025477707,64.96815286624204,21.019108280254777
2024-07,12.264150943396226,1.8867924528301887,0.9433962264150944,0.0,0.9433962264150944,64.15094339622641,19.81132075471698
2024-08,8.633093525179856,0.7194244604316548,0.0,0.0,1.4388489208633095,57.55395683453237,31.654676258992804
2024-09,3.488372093023256,0.5813953488372093,0.0,0.0,0.0,63.95348837209303,31.976744186046513
2024-10,10.416666666666668,0.0,1.3888888888888888,0.0,0.6944444444444444,61.111111111111114,26.38888888888889
2024-11,8.275862068965518,2.0689655172413794,0.0,0.0,0.0,64.13793103448275,25.517241379310345
2024-12,3.4482758620689653,0.0,0.0,0.0,0.0,68.96551724137932,27.586206896551722
