repo_url,commit_hash,model_file_path,serialization_format
FacebookAI/xlm-roberta-large-finetuned-conll02-dutch,6044ba0532004bd6908223d90bca919f867e0f20,FacebookAI/xlm-roberta-large-finetuned-conll02-dutch/sentencepiece.bpe.model,ONNX
FacebookAI/xlm-roberta-large-finetuned-conll02-dutch,cfb15bf29d5e6db170a75de0ea55f2367a941d64,FacebookAI/xlm-roberta-large-finetuned-conll02-dutch/pytorch_model.bin,pickle
FacebookAI/xlm-roberta-base,77de1f7a7e5e737aead1cd880979d4f1b3af6668,FacebookAI/xlm-roberta-base/model.onnx,ONNX
FacebookAI/xlm-roberta-base,42f548f32366559214515ec137cdd16002968bf6,FacebookAI/xlm-roberta-base/model.safetensors,safetensors
FacebookAI/xlm-roberta-base,a8c9047dc3eab38d118ef000fbbcd91042f0e9f6,FacebookAI/xlm-roberta-base/tf_model.h5,h5/hdf5
FacebookAI/xlm-roberta-base,f73dcc42e4adc2999323f97b2ddea251c6b9fcea,FacebookAI/xlm-roberta-base/sentencepiece.bpe.model,ONNX
FacebookAI/xlm-roberta-base,e3fd2152d3747ba95b5443d64c3b103fff59b903,FacebookAI/xlm-roberta-base/pytorch_model.bin,pickle
google-t5/t5-base,fe6d9bf207cd3337512ca838a8b453f87a9178ef,google-t5/t5-base/model.safetensors,safetensors
google-t5/t5-base,0610b4df8702a6a9c5c87bfc2e1fccdb05ca8de8,google-t5/t5-base/spiece.model,ONNX
google-t5/t5-base,b75b6a89c19dd8f751a736d29e46a1789873450f,google-t5/t5-base/pytorch_model.bin,pickle
google-t5/t5-base,2c80e133c0b72b7ab57e8e702659e6e38e081067,google-t5/t5-base/tf_model.h5,h5/hdf5
google-t5/t5-3b,bed96aab9ee46012a5046386105ee5fd0ac572f0,google-t5/t5-3b/model.safetensors,safetensors
google-t5/t5-3b,21aca707e6d53b80b5baf9a7bb21fce28951a21a,google-t5/t5-3b/spiece.model,ONNX
google-t5/t5-3b,84906902001c9bb57bfea5998f0b633da8b16ed1,google-t5/t5-3b/pytorch_model.bin,pickle
FacebookAI/roberta-large,716877d372b884cad6d419d828bac6c85b3b18d9,FacebookAI/roberta-large/model.onnx,ONNX
