repo_url,commit_hash,error
deepparag/Aeona,4201583f6a158f2a2688e0f8cdd67968031131ee,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 4201583f6a158f2a2688e0f8cdd67968031131ee
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
deepparag/Aeona,9151ed91fd46a3e6467da54f77cb64f6feaf1d98,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 9151ed91fd46a3e6467da54f77cb64f6feaf1d98
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
deepparag/Aeona,f9b793e9d0fb3cf92c007f2ab4e01e496845a00e,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout f9b793e9d0fb3cf92c007f2ab4e01e496845a00e
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
deepparag/Aeona,8473e07e69afdcadf89c3855ae3f95af6f1f57a7,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 8473e07e69afdcadf89c3855ae3f95af6f1f57a7
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
deepparag/Aeona,0149ae57f95faf26308ff62de3d892d706a5b7e7,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 0149ae57f95faf26308ff62de3d892d706a5b7e7
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
deepparag/Aeona,28dae5b33e0dd0ec471a73850da75111e6674bbe,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 28dae5b33e0dd0ec471a73850da75111e6674bbe
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
deepparag/Aeona,751916b149473ed0ee4e00cfad946ca9f543c0bc,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 751916b149473ed0ee4e00cfad946ca9f543c0bc
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
deepparag/Aeona,d2dc3bab36d9e8c00cb1c084ffed4fad4f0af83c,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout d2dc3bab36d9e8c00cb1c084ffed4fad4f0af83c
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
deepparag/Aeona,4c7da9340f08687090bbc8fc56002c7cab8c3b22,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 4c7da9340f08687090bbc8fc56002c7cab8c3b22
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
deepparag/Aeona,4c2888debd82a0751440a6f263aa8c49daa4a14f,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 4c2888debd82a0751440a6f263aa8c49daa4a14f
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
