repo_url,commit_hash,model_file_path,serialization_format,,,
stanfordnlp/stanza-gd,a2d296ccfd941eadff96953c0b4a6b57a8f560a9,stanfordnlp/stanza-gd/models/lemma/arcosg_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-gd,a22119098486528442dfd4a4d9fe1e6c0e50fe4c,stanfordnlp/stanza-gd/models/pretrain/fasttextwiki.pt,torch.save,,,
stanfordnlp/stanza-gd,0baffbe3689dd6da5f28c7e66b4ca1bf8a5477a2,stanfordnlp/stanza-gd/models/depparse/arcosg.pt,torch.save,,,
stanfordnlp/stanza-gd,0baffbe3689dd6da5f28c7e66b4ca1bf8a5477a2,stanfordnlp/stanza-gd/models/lemma/arcosg.pt,torch.save,,,
stanfordnlp/stanza-gd,0baffbe3689dd6da5f28c7e66b4ca1bf8a5477a2,stanfordnlp/stanza-gd/models/mwt/arcosg.pt,torch.save,,,
stanfordnlp/stanza-gd,0baffbe3689dd6da5f28c7e66b4ca1bf8a5477a2,stanfordnlp/stanza-gd/models/pos/arcosg.pt,torch.save,,,
stanfordnlp/stanza-gd,0baffbe3689dd6da5f28c7e66b4ca1bf8a5477a2,stanfordnlp/stanza-gd/models/pretrain/arcosg.pt,torch.save,,,
stanfordnlp/stanza-gd,0baffbe3689dd6da5f28c7e66b4ca1bf8a5477a2,stanfordnlp/stanza-gd/models/tokenize/arcosg.pt,torch.save,,,
stanfordnlp/stanza-ga,8bf8a84d4386a65f40e83f4233b1f1e9119b5a48,stanfordnlp/stanza-ga/models/pos/idt_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-ga,8bf8a84d4386a65f40e83f4233b1f1e9119b5a48,stanfordnlp/stanza-ga/models/pos/twittirish_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-ga,9e876a51962f2b167344ba61c795fd716d3880f3,stanfordnlp/stanza-ga/models/depparse/idt_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-ga,9e876a51962f2b167344ba61c795fd716d3880f3,stanfordnlp/stanza-ga/models/depparse/twittirish_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-ga,03e59e0d68f9fbe43ff803520a6c03c280c3b6be,stanfordnlp/stanza-ga/models/pos/idt_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-ga,03e59e0d68f9fbe43ff803520a6c03c280c3b6be,stanfordnlp/stanza-ga/models/pos/twittirish_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-ga,ff04177280950de3c065d40f8fe60accbde41f57,stanfordnlp/stanza-ga/models/depparse/twittirish.pt,torch.save,,,
stanfordnlp/stanza-ga,ff04177280950de3c065d40f8fe60accbde41f57,stanfordnlp/stanza-ga/models/lemma/idt_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-ga,ff04177280950de3c065d40f8fe60accbde41f57,stanfordnlp/stanza-ga/models/lemma/twittirish_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-ga,ff04177280950de3c065d40f8fe60accbde41f57,stanfordnlp/stanza-ga/models/pos/twittirish.pt,torch.save,,,
stanfordnlp/stanza-ga,ff04177280950de3c065d40f8fe60accbde41f57,stanfordnlp/stanza-ga/models/tokenize/idt.pt,torch.save,,,
stanfordnlp/stanza-ga,ff04177280950de3c065d40f8fe60accbde41f57,stanfordnlp/stanza-ga/models/tokenize/twittirish.pt,torch.save,,,
stanfordnlp/stanza-ga,5be03d64b95aae4b2ce9c0dd73093a9c66daa414,stanfordnlp/stanza-ga/models/lemma/idt_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-ga,5b05eb85106b8ceb0a98209faae872dea8f0eff9,stanfordnlp/stanza-ga/models/pretrain/conll17.pt,torch.save,,,
stanfordnlp/stanza-ga,b2ffa391fcfa732e1cf6f33542e393436e326395,stanfordnlp/stanza-ga/models/depparse/idt.pt,torch.save,,,
stanfordnlp/stanza-ga,b2ffa391fcfa732e1cf6f33542e393436e326395,stanfordnlp/stanza-ga/models/lemma/idt.pt,torch.save,,,
stanfordnlp/stanza-ga,b2ffa391fcfa732e1cf6f33542e393436e326395,stanfordnlp/stanza-ga/models/pos/idt.pt,torch.save,,,
stanfordnlp/stanza-ga,b2ffa391fcfa732e1cf6f33542e393436e326395,stanfordnlp/stanza-ga/models/pretrain/idt.pt,torch.save,,,
stanfordnlp/stanza-ga,b2ffa391fcfa732e1cf6f33542e393436e326395,stanfordnlp/stanza-ga/models/tokenize/idt.pt,torch.save,,,
stanfordnlp/stanza-fro,15bbca2032e2184613ee5e39745bb78be342a30a,stanfordnlp/stanza-fro/models/pos/srcmf_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fro,e3f9750290e2d492647c989a2be487e13833b781,stanfordnlp/stanza-fro/models/depparse/srcmf_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fro,d1f80efb15a1f24d6b7d4886241addaefa4cf4f2,stanfordnlp/stanza-fro/models/pos/srcmf_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fro,8117404cd3dc67a3953ca0c7a48f28a35a905a8e,stanfordnlp/stanza-fro/models/lemma/srcmf_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fro,8117404cd3dc67a3953ca0c7a48f28a35a905a8e,stanfordnlp/stanza-fro/models/tokenize/srcmf.pt,torch.save,,,
stanfordnlp/stanza-fro,951e078e3434ac265c32b6c806c6231522b3535e,stanfordnlp/stanza-fro/models/pretrain/conll17.pt,torch.save,,,
stanfordnlp/stanza-fro,49cea6ada04cf1a9d5a8b7834b96c80844c39f07,stanfordnlp/stanza-fro/models/depparse/srcmf.pt,torch.save,,,
stanfordnlp/stanza-fro,49cea6ada04cf1a9d5a8b7834b96c80844c39f07,stanfordnlp/stanza-fro/models/pos/srcmf.pt,torch.save,,,
stanfordnlp/stanza-fro,49cea6ada04cf1a9d5a8b7834b96c80844c39f07,stanfordnlp/stanza-fro/models/pretrain/srcmf.pt,torch.save,,,
stanfordnlp/stanza-fro,49cea6ada04cf1a9d5a8b7834b96c80844c39f07,stanfordnlp/stanza-fro/models/tokenize/srcmf.pt,torch.save,,,
stanfordnlp/stanza-fr,85ca273cf5324974fd15e353d9af66e356599b1d,stanfordnlp/stanza-fr/models/coref/udcoref_xlm-roberta-lora.pt,torch.save,,,
stanfordnlp/stanza-fr,742bfdcb5a91db40127dbbc1cbb39f493fd4a15d,stanfordnlp/stanza-fr/models/coref/udcoref_xlm-roberta-lora.pt,torch.save,,,
stanfordnlp/stanza-fr,e0a2d4f1f359020429e771bd5476a63c23de7c0f,stanfordnlp/stanza-fr/models/depparse/combined_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,e0a2d4f1f359020429e771bd5476a63c23de7c0f,stanfordnlp/stanza-fr/models/depparse/combined_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,e0a2d4f1f359020429e771bd5476a63c23de7c0f,stanfordnlp/stanza-fr/models/depparse/combined_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/depparse/combined_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/depparse/combined_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/depparse/combined_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/lemma/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/lemma/combined_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/lemma/combined_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/mwt/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/pos/combined_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/pos/combined_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/pos/combined_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,6e81557f9ea90db27a00bc3adbe5a622f9e86594,stanfordnlp/stanza-fr/models/tokenize/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/combined_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/combined_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/combined_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/gsd_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/gsd_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/gsd_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/parisstories_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/parisstories_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/parisstories_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/partut_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/partut_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/partut_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/rhapsodie_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/rhapsodie_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/rhapsodie_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/sequoia_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/sequoia_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,31b3b23416a0ef0d4d8a468a3608ddc54bfd3467,stanfordnlp/stanza-fr/models/pos/sequoia_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/depparse/combined_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/depparse/gsd_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/depparse/parisstories_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/depparse/partut_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/depparse/rhapsodie_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/depparse/sequoia_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/pos/combined_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/pos/gsd_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/pos/parisstories_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/pos/partut_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/pos/rhapsodie_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,c43d9da11f2fd327fe87351c072b9a7828e71bc2,stanfordnlp/stanza-fr/models/pos/sequoia_camembert-large.pt,torch.save,,,
stanfordnlp/stanza-fr,ca4bd6e840e73968a3c48b616b32c665d95311b2,stanfordnlp/stanza-fr/models/depparse/gsd_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/combined_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/combined_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/gsd_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/gsd_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/parisstories_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/parisstories_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/partut_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/partut_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/rhapsodie_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/rhapsodie_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/sequoia_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,7ceb711179c5066df3757e5947f1b139f5ca2725,stanfordnlp/stanza-fr/models/depparse/sequoia_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/combined_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/combined_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/gsd_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/gsd_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/parisstories_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/parisstories_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/partut_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/partut_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/rhapsodie_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/rhapsodie_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/sequoia_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,c731919ad154bb48221bb3d0e175f80c6d97bbab,stanfordnlp/stanza-fr/models/pos/sequoia_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/depparse/parisstories.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/depparse/rhapsodie.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/combined_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/gsd_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/gsd_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/parisstories_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/parisstories_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/partut_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/partut_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/rhapsodie_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/rhapsodie_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/sequoia_charlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/lemma/sequoia_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/mwt/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/mwt/gsd.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/mwt/parisstories.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/mwt/partut.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/mwt/rhapsodie.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/mwt/sequoia.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/pos/parisstories.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/pos/rhapsodie.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/tokenize/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/tokenize/gsd.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/tokenize/parisstories.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/tokenize/partut.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/tokenize/rhapsodie.pt,torch.save,,,
stanfordnlp/stanza-fr,9de7af8e70e429df3d6e7a0eb0852d82b2d61fab,stanfordnlp/stanza-fr/models/tokenize/sequoia.pt,torch.save,,,
stanfordnlp/stanza-fr,3be1eb3ef0d35811ee02b6a9f0b5bf193c884550,stanfordnlp/stanza-fr/models/lemma/combined_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,3be1eb3ef0d35811ee02b6a9f0b5bf193c884550,stanfordnlp/stanza-fr/models/lemma/gsd_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,3be1eb3ef0d35811ee02b6a9f0b5bf193c884550,stanfordnlp/stanza-fr/models/lemma/partut_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,3be1eb3ef0d35811ee02b6a9f0b5bf193c884550,stanfordnlp/stanza-fr/models/lemma/sequoia_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/depparse/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/depparse/gsd.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/lemma/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/lemma/gsd.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/mwt/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/mwt/gsd.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/pos/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/pos/gsd.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/tokenize/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,75585b395f740122e79a3104734947d9e5d0a0e4,stanfordnlp/stanza-fr/models/tokenize/gsd.pt,torch.save,,,
stanfordnlp/stanza-fr,7c7000c017b3c543b6f94fc7e08358fead87e319,stanfordnlp/stanza-fr/models/depparse/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,7c7000c017b3c543b6f94fc7e08358fead87e319,stanfordnlp/stanza-fr/models/lemma/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,7c7000c017b3c543b6f94fc7e08358fead87e319,stanfordnlp/stanza-fr/models/mwt/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,7c7000c017b3c543b6f94fc7e08358fead87e319,stanfordnlp/stanza-fr/models/pos/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,7c7000c017b3c543b6f94fc7e08358fead87e319,stanfordnlp/stanza-fr/models/tokenize/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,ab02572fa70e87e421f8d13926565013d127d724,stanfordnlp/stanza-fr/models/depparse/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,ab02572fa70e87e421f8d13926565013d127d724,stanfordnlp/stanza-fr/models/lemma/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,ab02572fa70e87e421f8d13926565013d127d724,stanfordnlp/stanza-fr/models/mwt/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,ab02572fa70e87e421f8d13926565013d127d724,stanfordnlp/stanza-fr/models/pos/combined.pt,torch.save,,,
stanfordnlp/stanza-fr,ab02572fa70e87e421f8d13926565013d127d724,stanfordnlp/stanza-fr/models/tokenize/combined.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/atis_charlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/atis_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/boun_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/framenet_charlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/framenet_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/imst_charlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/imst_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/kenet_charlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/kenet_nocharlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/penn_charlm.pt,torch.save,,,
stanfordnlp/stanza-tr,616a3438ff65c5afb26e14d4a241e22d457cb260,stanfordnlp/stanza-tr/models/pos/penn_nocharlm.pt,torch.save,,,
