repo_url,commit_hash,model_file_path,serialization_format
microsoft/layoutlm-base-uncased,95bd33f5b96be185feae70a6a7b8953051deb699,microsoft/layoutlm-base-uncased/model.safetensors,safetensors
microsoft/layoutlm-base-uncased,7893af64b773115a1dded721322b1ddaefec6f1d,microsoft/layoutlm-base-uncased/tf_model.h5,h5/hdf5
microsoft/layoutlm-base-uncased,4aa19c3923db27a6ce4f653b52ddc86252c8731a,microsoft/layoutlm-base-uncased/training_args.bin,pickle
microsoft/layoutlm-base-uncased,1709bddfe6de2d895cc247c61dfb114973b68416,microsoft/layoutlm-base-uncased/pytorch_model.bin,torch.save
microsoft/deberta-v2-xlarge-mnli,0f6a42e33518de8fe040aa8dff9da023d98ca808,microsoft/deberta-v2-xlarge-mnli/pytorch_model.bin,pickle
microsoft/deberta-v2-xlarge-mnli,0f6a42e33518de8fe040aa8dff9da023d98ca808,microsoft/deberta-v2-xlarge-mnli/spm.model,ONNX
microsoft/beit-large-finetuned-ade-640-640,a38fe98baf3d5a6f69fa1a07a62b698780e5dcb1,microsoft/beit-large-finetuned-ade-640-640/model.safetensors,safetensors
microsoft/beit-large-finetuned-ade-640-640,e1805ed336d2b835ee3666e8f4417294a00e420e,microsoft/beit-large-finetuned-ade-640-640/pytorch_model.bin,torch.save
microsoft/beit-base-patch16-224,f02e8f77db4703e3fbd3766e3375a4619c5a4863,microsoft/beit-base-patch16-224/model.safetensors,safetensors
microsoft/beit-base-patch16-224,7d8a06283176f9a246383bddd876d1704b873f04,microsoft/beit-base-patch16-224/pytorch_model.bin,torch.save
microsoft/DialoGPT-small,97d0fec744c2cb4d48f5db51d17e3258e185858e,microsoft/DialoGPT-small/model.safetensors,safetensors
microsoft/DialoGPT-small,730b69fdada359f566310fd613ce31ab7e3a9eb0,microsoft/DialoGPT-small/tf_model.h5,h5/hdf5
microsoft/DialoGPT-small,fbb567dcf155cf10c7d6ecde22f252fae5d3f3e6,microsoft/DialoGPT-small/pytorch_model.bin,pickle
microsoft/DialoGPT-medium,b86761883d7dcae1b0bd363254895e6b29766107,microsoft/DialoGPT-medium/tf_model.h5,h5/hdf5
microsoft/DialoGPT-medium,9aad4637a47365bda0648953a9c784a906ee44f5,microsoft/DialoGPT-medium/pytorch_model.bin,pickle
microsoft/DialoGPT-large,fd0a549a895b9623fb2c68a48a39d1b3d6d9eb6c,microsoft/DialoGPT-large/tf_model.h5,h5/hdf5
microsoft/DialoGPT-large,4b7ffff43d469758368de8e02ffaf5f5e3463c98,microsoft/DialoGPT-large/pytorch_model.bin,pickle
michaeltendo/luganda,ae030f1247f4b07c1eb9bdec18b8a00ab903e582,michaeltendo/luganda/pytorch_model.bin,pickle
mgrella/autonlp-bank-transaction-classification-5521155,9197ff34386ff75467067c199b0e7962f95dcead,mgrella/autonlp-bank-transaction-classification-5521155/model.safetensors,safetensors
mgrella/autonlp-bank-transaction-classification-5521155,cb26734f92f251e77874ed46ff6d5db067180e3d,mgrella/autonlp-bank-transaction-classification-5521155/pytorch_model.bin,torch.save
mgrella/autonlp-bank-transaction-classification-5521155,cb26734f92f251e77874ed46ff6d5db067180e3d,mgrella/autonlp-bank-transaction-classification-5521155/sample_input.pkl,pickle
mercelisw/electra-grc,315a5a0f6daac4bbfe2fba430e03b73096a12ee6,mercelisw/electra-grc/pytorch_model.bin,torch.save
mcpotato/42-eicar-street,8b3861f6931c4026b0cd22b38dbc09e7668983ac,mcpotato/42-eicar-street/supposedly_safe.pkl,pickle
mcpotato/42-eicar-street,d810d6ffedf805c1736f8de33e7766c75b36570b,mcpotato/42-eicar-street/pytorch_model.bin,pickle
mbartolo/roberta-large-synqa-ext,de4aff3fafdf0ee5caf3d8b4c1dd3e451482cb7b,mbartolo/roberta-large-synqa-ext/pytorch_model.bin,torch.save
mbartolo/electra-large-synqa,013fef2cda63d7beb423604b1c7c9ab47abae89f,mbartolo/electra-large-synqa/pytorch_model.bin,torch.save
