repo_url,commit_hash,model_file_path,serialization_format
sentence-transformers/stsb-roberta-large,1bbe943482d9b75b3b45105a60ccdb27da0c1222,sentence-transformers/stsb-roberta-large/pytorch_model.bin,pickle
sentence-transformers/stsb-roberta-base,c970884dfa57c16ca48310e079468094aa865531,sentence-transformers/stsb-roberta-base/model.safetensors,safetensors
sentence-transformers/stsb-roberta-base,20afd582a7bbc12014f37486dbef9b0c990f91bd,sentence-transformers/stsb-roberta-base/tf_model.h5,h5/hdf5
sentence-transformers/stsb-roberta-base,4c0755cf65c1bd3c89b4e9a242a9f013d29313cc,sentence-transformers/stsb-roberta-base/pytorch_model.bin,torch.save
sentence-transformers/stsb-roberta-base-v2,9919a49ca0fcbc219da4cbfad08ab35af6768436,sentence-transformers/stsb-roberta-base-v2/model.safetensors,safetensors
sentence-transformers/stsb-roberta-base-v2,b5e9e8dbc4a7d931c766a9113d1a04963a480c06,sentence-transformers/stsb-roberta-base-v2/tf_model.h5,h5/hdf5
sentence-transformers/stsb-roberta-base-v2,c9ac54c0fed2e16838ed587c064b530314609831,sentence-transformers/stsb-roberta-base-v2/pytorch_model.bin,torch.save
sentence-transformers/stsb-roberta-base-v2,3d1ab8dc7cf01e8500dcf039331c54a503f7dd8e,sentence-transformers/stsb-roberta-base-v2/pytorch_model.bin,torch.save
sentence-transformers/stsb-mpnet-base-v2,f3c79764f0081ddd28b219f5aca81958d134d091,sentence-transformers/stsb-mpnet-base-v2/model.safetensors,safetensors
sentence-transformers/stsb-mpnet-base-v2,7754c987e08c7dfc6ea2aa57c3389506dd11908e,sentence-transformers/stsb-mpnet-base-v2/pytorch_model.bin,torch.save
sentence-transformers/stsb-mpnet-base-v2,6ad76bcc11c2a2ddec395d78daa4b02a808d5783,sentence-transformers/stsb-mpnet-base-v2/pytorch_model.bin,torch.save
sentence-transformers/stsb-distilroberta-base-v2,8668ceeff44ec950367082edbaeab5710067c3a1,sentence-transformers/stsb-distilroberta-base-v2/model.safetensors,safetensors
sentence-transformers/stsb-distilroberta-base-v2,0078748de585303ee3757abf215b748aa7be581e,sentence-transformers/stsb-distilroberta-base-v2/tf_model.h5,h5/hdf5
sentence-transformers/stsb-distilroberta-base-v2,c0e6cf33e277b7c41cf50a9e1169297964dce690,sentence-transformers/stsb-distilroberta-base-v2/pytorch_model.bin,torch.save
sentence-transformers/stsb-distilroberta-base-v2,b55ea7ef3e4f4482062039fe3a05db66b5cbe04d,sentence-transformers/stsb-distilroberta-base-v2/pytorch_model.bin,torch.save
sentence-transformers/stsb-distilbert-base,82ad392c08f81be9be9bf065339670b23f2e1493,sentence-transformers/stsb-distilbert-base/model.safetensors,safetensors
sentence-transformers/stsb-distilbert-base,815bb3e4dbcba340b5f8c0c0489800230880e06e,sentence-transformers/stsb-distilbert-base/tf_model.h5,h5/hdf5
sentence-transformers/stsb-distilbert-base,7aead12b7f269d36a3494c0d44a96eea0f03b070,sentence-transformers/stsb-distilbert-base/pytorch_model.bin,torch.save
sentence-transformers/stsb-distilbert-base,4a24972bfd9a1cbcedf6e55b5826dc637930aa6a,sentence-transformers/stsb-distilbert-base/pytorch_model.bin,pickle
sentence-transformers/stsb-bert-large,791e39df22fa496a83befe659fc0909f202b398f,sentence-transformers/stsb-bert-large/model.safetensors,safetensors
sentence-transformers/stsb-bert-large,5e8a2c75ee8ccaa42c89aa0e26ec75e4bc9e1ba8,sentence-transformers/stsb-bert-large/tf_model.h5,h5/hdf5
sentence-transformers/stsb-bert-large,95cac8105ac6f5a5ae113f7b94b006199572e738,sentence-transformers/stsb-bert-large/pytorch_model.bin,torch.save
sentence-transformers/stsb-bert-large,89bd51faf5a7897ba7e8e19c5383adc959867ec0,sentence-transformers/stsb-bert-large/pytorch_model.bin,pickle
sentence-transformers/stsb-bert-base,2ef9618ddfe5b7e87d163b6233e161e757989c78,sentence-transformers/stsb-bert-base/model.safetensors,safetensors
sentence-transformers/stsb-bert-base,20bffd8f7de134ab71371b5fac67e95b83b24a0a,sentence-transformers/stsb-bert-base/tf_model.h5,h5/hdf5
sentence-transformers/stsb-bert-base,425358b5b317e7091c9ae66f831a3fa5e17afc9d,sentence-transformers/stsb-bert-base/pytorch_model.bin,torch.save
